"u_par","phi_LM_max","phi_LM_min","A_LM_50pc","K_LM","u_clin","phi_D_max","phi_D_min","A_D_50pc","K_D","A_d_PCR_50pc","K_d_PCR","d_PCR_max","d_LM","P_MI","d_MI","loglike"
34.2169,0.931622,0.0120876,18.8881,2.96357,4.08876,0.88418,0.0114658,24.6102,4.91904,7.00383,3.53777,54.3358,17.4152,0.378808,28.1829,-9555.63
44.8314,0.976205,0.0142882,17.1993,3.22354,3.83267,0.968144,0.0254819,20.3455,3.75356,12.478,3.5167,44.7561,16.8663,0.274869,73.6374,-9550.21
51.0672,0.916845,0.0168054,17.3246,3.69327,4.40974,0.851634,0.0166961,24.3377,4.35784,8.32794,3.674,47.7019,16.0803,0.0903473,54.901,-9548.56
45.1598,0.957458,0.0121808,16.0912,3.04181,4.20939,0.935937,0.0106428,24.9354,5.09976,8.82205,3.99101,77.4921,17.4129,0.135142,65.3465,-9544.82
47.2913,0.884892,0.0150687,17.9499,3.43686,4.6338,0.907413,0.00794022,27.3835,7.15405,10.1536,4.53091,45.3247,15.8978,0.200572,86.0531,-9552.4
41.6903,0.858268,0.0126478,18.3263,2.9919,4.48021,0.933407,0.0132927,26.5728,7.70222,9.72735,2.78486,40.8429,15.8523,0.223682,100.813,-9556.42
39.9625,0.916342,0.0106162,19.0496,3.19594,4.05728,0.8945,0.0110119,24.7385,6.51564,10.5863,3.78815,51.0682,16.1293,0.3703,44.0158,-9548.83
46.1785,0.941982,0.0140806,16.9572,3.29056,4.09662,0.947111,0.010221,23.1992,3.51793,11.0866,4.19287,53.1445,17.5994,0.437861,36.6639,-9544.46
39.621,0.978421,0.00964201,17.9268,2.93783,4.99563,0.970723,0.0135649,17.3996,2.70916,11.6582,4.09645,38.133,14.8993,0.277357,77.1447,-9554.74
42.9203,0.948194,0.0152108,17.896,3.26851,6.1303,0.914266,0.0168402,21.0778,5.45842,8.8248,3.32039,45.1357,15.7611,0.239555,32.055,-9548.77
48.0229,0.929011,0.014296,17.1858,3.51367,5.39456,0.91013,0.0142535,22.2287,6.6734,7.99153,3.725,52.6289,16.6752,0.221464,36.9026,-9551.59
43.344,0.891986,0.0147944,18.4032,3.36519,5.02265,0.92386,0.00766077,24.2522,4.63548,9.938,4.07016,61.7259,16.9435,0.418488,40.1711,-9547.26
41.5503,0.894598,0.0158951,18.9545,3.41999,3.98441,0.942442,0.0177151,21.677,6.17584,14.7224,3.591,28.3052,15.7626,0.149324,85.1762,-9554.65
40.7729,0.908226,0.0114812,17.1719,3.02989,4.40824,0.92749,0.0160515,24.3551,6.16289,10.9454,5.10568,44.2564,18.0332,0.263813,53.3331,-9546.65
42.8363,0.921532,0.0119821,17.6699,3.18933,4.57629,0.902333,0.0150844,23.6095,4.94022,7.38805,2.85068,68.3015,16.625,0.34141,38.9061,-9541.79
40.9514,0.945689,0.0168152,17.6926,3.29825,4.93438,0.890013,0.0101183,25.5088,9.75575,10.4973,3.67458,30.5212,17.5277,0.324899,37.9134,-9554.64
46.0856,0.944968,0.00928666,16.4844,2.99573,3.18577,0.947265,0.00726022,25.0508,4.23544,11.0732,4.00393,57.0236,16.7684,0.214303,32.1675,-9545.63
50.8507,0.923412,0.0204909,17.3115,4.19499,4.93617,0.981003,0.0211695,19.8624,6.18127,9.11811,3.52082,68.811,17.3054,0.500849,41.3129,-9561.17
43.6558,0.98665,0.0195079,16.8743,3.34765,5.47562,0.958516,0.00995949,20.5961,6.90811,9.38833,3.70598,63.8314,17.542,0.40997,27.3715,-9545.5
43.8151,0.972719,0.012155,16.786,3.10686,5.07126,0.967267,0.0255591,19.8207,4.60341,8.52093,2.98586,52.9165,17.3897,0.251535,57.9728,-9548.67
37.8754,0.957708,0.0116836,17.3831,2.87028,3.29225,0.882557,0.0257314,24.0158,5.85355,9.80639,3.2258,43.8145,16.9609,0.32592,38.5802,-9552.43
41.4368,0.971986,0.0162476,17.1988,3.31922,5.9159,0.924022,0.0181665,21.03,5.09554,8.29328,4.77595,82.6957,18.4026,0.199853,40.8264,-9549.26
36.8722,0.859845,0.0093848,18.7339,2.97847,2.70273,0.93969,0.00749881,27.3439,5.08799,10.4752,3.7064,51.7544,18.3959,0.175083,67.9208,-9551.95
45.2972,0.96563,0.0159293,17.2191,3.37854,3.70125,0.980798,0.0163506,22.638,7.77329,10.9116,3.91575,48.6562,17.0473,0.414592,31.3256,-9546.75
47.646,0.936647,0.0162331,16.6616,3.3194,4.93714,0.853625,0.0107982,24.5515,5.01082,11.7795,4.68513,43.2809,17.0049,0.17941,98.9619,-9545.09
47.4563,0.852277,0.0134831,18.0497,3.38933,5.13478,0.932565,0.0117498,24.1632,5.64138,8.06238,4.5954,55.9229,15.6325,0.261131,109.244,-9548.84
38.3508,0.938687,0.00744507,17.5043,2.79912,4.36612,0.892544,0.00518822,24.4636,5.37191,8.83934,5.82048,55.223,17.0149,0.632285,33.517,-9551.6
48.0008,0.897675,0.0199207,18.5278,3.84767,3.89568,0.92754,0.0116212,24.2863,5.63314,8.81208,3.4582,45.3025,15.7298,0.235555,38.399,-9548.6
42.1851,0.965518,0.0160699,16.9769,3.17425,4.35875,0.996605,0.0132141,21.2891,5.16838,8.44005,3.40963,67.1319,17.9531,0.568429,39.6225,-9548.4
44.5251,0.900443,0.0119478,16.9433,2.97422,3.48207,0.9627,0.0109788,25.8904,5.09413,10.3541,3.87497,44.4031,15.7921,0.204397,62.2146,-9559.44
41.4327,0.97713,0.013868,17.7733,3.10385,3.85133,0.966188,0.0167789,21.9402,6.16145,7.47865,4.00445,70.7684,16.5426,0.667751,31.5387,-9546.73
45.3702,0.878686,0.0109185,17.6577,3.15135,3.68649,0.936343,0.00847541,29.6027,5.3634,10.2644,5.00816,44.9346,15.601,0.200106,116.459,-9549.76
41.7873,0.916434,0.0115179,16.2662,2.94843,4.40488,0.983399,0.0151868,23.1618,7.90374,14.2509,4.91398,52.6722,20.3331,0.350222,42.6483,-9555.03
40.0763,0.951767,0.0122929,17.7257,3.04552,3.74591,0.93461,0.00855025,25.82,4.65956,10.0524,3.79271,44.0172,16.9041,0.137374,88.2403,-9546.94
42.6106,0.889007,0.0120377,18.0339,3.27973,2.99544,0.911158,0.0102504,26.3938,6.22571,7.59533,2.87457,50.729,16.7036,0.620997,48.1773,-9552.88
41.2171,0.894334,0.0142274,18.1206,3.42898,4.5398,0.996919,0.0173699,22.7793,5.56413,9.75669,2.87651,48.382,18.1614,0.311144,67.2525,-9550.05
46.1395,0.921692,0.0125206,16.3753,3.12559,4.45084,0.980517,0.0177317,21.9794,5.61504,8.8699,2.84426,47.6021,18.152,0.456127,35.1652,-9545.62
43.9384,0.977857,0.00913506,15.8289,2.82941,3.38384,0.958065,0.0260392,24.906,8.62956,8.41251,2.87332,59.1696,18.896,0.460554,24.8218,-9555.49
40.592,0.920581,0.0146772,17.4159,3.30338,4.68909,0.971898,0.0165172,20.8952,4.79061,10.8634,4.41454,62.8641,19.1699,0.349156,39.4105,-9546.84
45.6122,0.982715,0.0156006,17.1765,3.3669,4.6897,0.976393,0.011635,22.3575,6.3842,8.29286,3.91732,63.408,15.4008,0.473359,36.4154,-9551.55
48.8029,0.9522,0.0140522,16.5201,3.31639,4.6056,0.953483,0.0118171,21.4245,5.168,8.92846,3.93177,55.1944,16.4613,0.25792,50.8541,-9548.19
38.0464,0.950344,0.0126762,18.6268,2.99271,4.35422,0.924526,0.018011,25.0379,9.19853,11.0105,4.68034,54.871,16.4466,0.45631,55.3785,-9552.53
44.49,0.923427,0.0139864,18.8642,3.45345,4.81409,0.905495,0.020822,21.8806,6.54679,11.1842,4.39499,54.4038,16.3479,0.645244,35.2899,-9564.89
42.9514,0.961559,0.00916961,15.4512,2.78122,3.88466,0.955577,0.0169033,23.1285,4.96314,6.13481,3.38033,64.731,19.1883,0.165586,46.6921,-9556.01
37.7616,0.951717,0.0107361,17.3902,2.79752,3.21618,0.874778,0.00661669,27.7031,6.34908,14.1419,3.66441,41.9444,17.5441,0.259434,39.4638,-9550.27
43.2486,0.856398,0.00989994,17.6175,3.10447,4.2504,0.962212,0.0104528,26.5819,6.34998,15.6075,5.68067,36.1337,16.9848,0.334233,80.3378,-9551.45
45.9157,0.990636,0.0136395,16.0353,3.21309,4.09181,0.962766,0.0171233,22.7876,4.90563,8.54088,4.86061,68.6112,17.7872,0.190042,65.6234,-9547.53
