"draw","parameter","value"
38,"kc",2.18079
38,"kd",0.433741
38,"kv",2.28985
38,"phi0",0.747356
38,"phi1",0.0009369
38,"theta0",0.0624395
38,"theta1",9.52e-05
38,"ub",2.6743
38,"uc",3.27925
38,"uv",10.8054
38,"ud",11.2452
39,"ib0",45.42131
39,"ic0",17.42385
39,"id0",2.594646
39,"iv0",1.611076
39,"pcm",0.810735
39,"pvm",0.158377
39,"ad",8456.62
39,"av",2763.01
39,"b0",0.57996
39,"cd",0.061705
39,"cu",0.0111212
39,"rm",66.2541
39,"d1",0.205071
39,"du",103.48
39,"rvm",74.4985
39,"fd0",0.0032423
39,"fv0",0.171393
39,"gamma1",3.75216
39,"gammad",4.58596
39,"gammav",3.26736
39,"kb",2.26059
39,"kc",2.39134
39,"kd",0.555224
39,"kv",2.24916
39,"phi0",0.932909
39,"phi1",0.0016083
39,"theta0",0.0653112
39,"theta1",0.000257
39,"ub",8.61543
39,"uc",4.51457
39,"uv",12.2108
39,"ud",11.1447
40,"ib0",32.59324
40,"ic0",18.38659
40,"id0",2.553852
40,"iv0",1.49605
40,"pcm",0.882641
40,"pvm",0.24238
40,"ad",7729.3
40,"av",2734.01
40,"b0",0.620317
40,"cd",0.0669159
40,"cu",0.0037359
40,"rm",67.2305
40,"d1",0.12882
40,"du",111.972
40,"rvm",66.4249
40,"fd0",0.0227627
40,"fv0",0.163309
40,"gamma1",1.39998
40,"gammad",4.69943
40,"gammav",2.31951
40,"kb",2.31015
40,"kc",2.41067
40,"kd",0.42483
40,"kv",2.25642
40,"phi0",0.694425
40,"phi1",0.0004436
40,"theta0",0.0262575
40,"theta1",0.0003846
40,"ub",5.027
40,"uc",5.22714
40,"uv",36.3022
40,"ud",4.86431
41,"ib0",59.54715
41,"ic0",12.22381
41,"id0",0.9196584
41,"iv0",0.8375508
41,"pcm",0.668777
41,"pvm",0.282942
41,"ad",8382.65
41,"av",2093.01
41,"b0",0.432722
41,"cd",0.0867221
41,"cu",0.0012052
41,"rm",73.3879
41,"d1",0.0940367
41,"du",115.801
41,"rvm",83.8428
41,"fd0",0.0024687
41,"fv0",0.0741074
41,"gamma1",0.657976
41,"gammad",4.2857
41,"gammav",2.80507
41,"kb",2.33331
41,"kc",2.44911
41,"kd",0.381066
41,"kv",1.5545
41,"phi0",0.794836
41,"phi1",0.0010721
41,"theta0",0.0530731
41,"theta1",0.0001138
41,"ub",4.89254
41,"uc",10.2302
41,"uv",9.04782
41,"ud",5.58018
42,"ib0",55.81707
42,"ic0",25.29596
42,"id0",1.867424
42,"iv0",1.424899
42,"pcm",0.673525
42,"pvm",0.217194
42,"ad",7871.11
42,"av",2315.36
42,"b0",0.708774
42,"cd",0.0447746
42,"cu",0.0067424
42,"rm",66.2774
42,"d1",0.106884
42,"du",96.4951
42,"rvm",60.0127
42,"fd0",0.0087191
42,"fv0",0.11864
42,"gamma1",1.2011
42,"gammad",4.90534
42,"gammav",3.11944
42,"kb",2.54889
42,"kc",2.4916
42,"kd",0.330166
42,"kv",1.86094
42,"phi0",0.640205
42,"phi1",0.0018816
42,"theta0",0.0589826
42,"theta1",8.04e-05
42,"ub",6.09843
42,"uc",3.61095
42,"uv",0.453597
42,"ud",5.56886
43,"ib0",28.65906
43,"ic0",21.46582
43,"id0",2.414774
43,"iv0",1.026824
43,"pcm",0.91046
43,"pvm",0.280943
43,"ad",8028.64
43,"av",2374.41
43,"b0",0.592031
43,"cd",0.0415318
43,"cu",0.0029884
43,"rm",66.0812
43,"d1",0.236257
43,"du",106.414
43,"rvm",68.7163
43,"fd0",0.0027103
43,"fv0",0.270249
43,"gamma1",1.32447
43,"gammad",6.37317
43,"gammav",4.64405
43,"kb",1.99465
43,"kc",2.91364
43,"kd",0.609919
43,"kv",2.00925
43,"phi0",0.629486
43,"phi1",0.001439
43,"theta0",0.077214
43,"theta1",2.6e-05
43,"ub",14.0216
43,"uc",6.73262
43,"uv",13.7497
43,"ud",9.55693
44,"ib0",30.12254
44,"ic0",20.11577
44,"id0",10.15475
44,"iv0",1.934728
44,"pcm",0.698234
44,"pvm",0.191267
44,"ad",7812.59
44,"av",1777.8
44,"b0",0.655095
44,"cd",0.0901477
44,"cu",0.0006513
44,"rm",76.6053
44,"d1",0.176759
44,"du",110.643
44,"rvm",111.332
44,"fd0",0.0077211
44,"fv0",0.282496
44,"gamma1",1.07593
44,"gammad",4.71153
44,"gammav",2.1127
44,"kb",2.30471
44,"kc",2.55473
44,"kd",0.86432
44,"kv",2.52836
44,"phi0",0.643028
44,"phi1",0.0010663
44,"theta0",0.0438466
44,"theta1",9.56e-05
44,"ub",8.34339
44,"uc",7.07739
44,"uv",45.3261
44,"ud",6.89745
45,"ib0",32.74936
45,"ic0",17.68524
45,"id0",1.23155
45,"iv0",0.854471
45,"pcm",0.859676
45,"pvm",0.192775
45,"ad",7914.78
45,"av",2234.98
45,"b0",0.514738
45,"cd",0.0500141
45,"cu",0.012161
45,"rm",61.9248
45,"d1",0.213739
45,"du",118.189
45,"rvm",56.3521
45,"fd0",0.0011865
45,"fv0",0.170637
45,"gamma1",1.98334
45,"gammad",5.1291
45,"gammav",2.82243
45,"kb",1.93696
45,"kc",2.54346
45,"kd",0.607644
45,"kv",2.06336
45,"phi0",0.80313
45,"phi1",0.0001313
45,"theta0",0.0492523
45,"theta1",0.0001736
45,"ub",7.39729
45,"uc",5.88929
45,"uv",7.85876
45,"ud",9.54074
46,"ib0",39.03506
46,"ic0",18.89277
46,"id0",1.884447
46,"iv0",1.001043
46,"pcm",0.950269
46,"pvm",0.13466
46,"ad",7256.58
46,"av",3041.8
46,"b0",0.603788
46,"cd",0.0586356
46,"cu",0.004643
46,"rm",58.9382
46,"d1",0.144924
46,"du",98.8358
46,"rvm",79.7036
46,"fd0",0.0054803
46,"fv0",0.385804
46,"gamma1",1.70193
46,"gammad",5.15719
46,"gammav",2.58624
46,"kb",2.26701
46,"kc",2.34559
46,"kd",0.496658
46,"kv",2.15726
46,"phi0",0.827909
46,"phi1",0.0012166
46,"theta0",0.152448
46,"theta1",6.86e-05
46,"ub",7.19826
46,"uc",6.31167
46,"uv",5.43723
46,"ud",7.17181
47,"ib0",30.82378
47,"ic0",22.8093
47,"id0",4.817189
47,"iv0",1.074909
47,"pcm",0.79139
47,"pvm",0.177111
47,"ad",7701.35
47,"av",3124.42
47,"b0",0.613499
47,"cd",0.0997421
47,"cu",0.0121613
47,"rm",71.411
47,"d1",0.178484
47,"du",107.907
47,"rvm",85.0841
47,"fd0",0.0055885
47,"fv0",0.0906499
47,"gamma1",5.21446
47,"gammad",5.49052
47,"gammav",3.03885
47,"kb",2.52878
47,"kc",3.04421
47,"kd",0.792687
47,"kv",1.98943
47,"phi0",0.774037
47,"phi1",0.001089
47,"theta0",0.0632109
47,"theta1",0.0001993
47,"ub",6.46353
47,"uc",4.81583
47,"uv",17.4931
47,"ud",22.5439
48,"ib0",79.42006
48,"ic0",12.84383
48,"id0",1.399894
48,"iv0",0.636308
48,"pcm",0.716533
48,"pvm",0.335861
48,"ad",9038.79
48,"av",2641.21
48,"b0",0.505058
48,"cd",0.0488135
48,"cu",0.0066481
48,"rm",61.2965
48,"d1",0.150868
48,"du",110.309
48,"rvm",73.2571
48,"fd0",0.0108383
48,"fv0",0.049806
48,"gamma1",1.92533
48,"gammad",4.54351
48,"gammav",2.8311
48,"kb",1.57088
48,"kc",2.0632
48,"kd",0.461983
48,"kv",1.65566
48,"phi0",0.88426
48,"phi1",0.0003666
48,"theta0",0.0683111
48,"theta1",0.0002201
48,"ub",4.55981
48,"uc",4.89963
48,"uv",22.2163
48,"ud",6.17781
49,"ib0",82.40805
49,"ic0",22.40638
49,"id0",1.73714
49,"iv0",1.495749
49,"pcm",0.781406
49,"pvm",0.185902
49,"ad",8034.85
49,"av",2783.06
49,"b0",0.737866
49,"cd",0.0655323
49,"cu",0.0066196
49,"rm",65.4802
49,"d1",0.165402
49,"du",103.209
49,"rvm",80.3468
49,"fd0",0.0100458
49,"fv0",0.0500898
49,"gamma1",3.22352
49,"gammad",5.26809
49,"gammav",0.272665
49,"kb",1.9415
49,"kc",2.36426
49,"kd",0.516537
49,"kv",2.41928
49,"phi0",0.738958
49,"phi1",0.0013429
49,"theta0",0.0488372
49,"theta1",8.91e-05
49,"ub",8.0337
49,"uc",3.79091
49,"uv",35.1363
49,"ud",12.3508
50,"ib0",61.21738
50,"ic0",24.10472
50,"id0",0.8632497
50,"iv0",2.299435
50,"pcm",0.631538
50,"pvm",0.156701
50,"ad",6980.2
50,"av",1953.4
50,"b0",0.870137
50,"cd",0.0773356
50,"cu",0.0145244
50,"rm",72.8971
50,"d1",0.123941
50,"du",131.132
50,"rvm",90.2919
50,"fd0",0.0390734
50,"fv0",0.447452
50,"gamma1",5.45675
50,"gammad",5.42902
50,"gammav",3.00506
50,"kb",2.0341
50,"kc",2.48982
50,"kd",0.286338
50,"kv",2.48694
50,"phi0",0.731263
50,"phi1",0.0016765
50,"theta0",0.0586259
50,"theta1",6.17e-05
50,"ub",5.46855
50,"uc",6.34032
50,"uv",19.4773
50,"ud",13.2942
51,"ib0",52.30902
51,"ic0",18.66294
51,"id0",0.9709306
51,"iv0",1.517086
51,"pcm",0.885318
51,"pvm",0.184246
51,"ad",8117.32
51,"av",2227.43
51,"b0",0.597751
51,"cd",0.108713
51,"cu",0.0123728
51,"rm",66.0578
51,"d1",0.12942
51,"du",110.03
51,"rvm",109.957
51,"fd0",0.0082496
51,"fv0",0.637934
51,"gamma1",2.31279
51,"gammad",4.87654
51,"gammav",3.64432
51,"kb",1.91487
51,"kc",2.5391
51,"kd",0.400365
51,"kv",2.62229
51,"phi0",0.794527
51,"phi1",0.0016365
51,"theta0",0.073991
51,"theta1",0.0002107
51,"ub",5.18123
51,"uc",8.24567
51,"uv",97.7872
51,"ud",10.9471
52,"ib0",22.36803
52,"ic0",17.88532
52,"id0",4.572562
52,"iv0",2.237152
52,"pcm",0.746727
52,"pvm",0.160188
52,"ad",7319.33
52,"av",2072.96
52,"b0",0.57568
52,"cd",0.0478378
52,"cu",0.0119027
52,"rm",68.2313
52,"d1",0.0909697
52,"du",111.718
52,"rvm",86.2416
52,"fd0",0.0003214
52,"fv0",0.35867
52,"gamma1",2.69463
52,"gammad",4.675
52,"gammav",1.73713
52,"kb",2.68706
52,"kc",2.3922
52,"kd",0.44552
52,"kv",2.82847
52,"phi0",0.837408
52,"phi1",3.94e-05
52,"theta0",0.0998231
52,"theta1",0.0002027
52,"ub",10.1693
52,"uc",6.37477
52,"uv",14.688
52,"ud",10.0449
53,"ib0",69.7887
53,"ic0",18.23158
53,"id0",1.332835
53,"iv0",0.7712879
53,"pcm",0.814401
53,"pvm",0.178933
53,"ad",7212.66
53,"av",3368.07
53,"b0",0.548705
53,"cd",0.0945461
53,"cu",0.0032812
53,"rm",64.7544
53,"d1",0.215978
53,"du",92.94
53,"rvm",79.5679
53,"fd0",0.0091377
53,"fv0",0.107447
53,"gamma1",1.92024
53,"gammad",6.0143
53,"gammav",2.67389
53,"kb",2.50646
53,"kc",2.20562
53,"kd",0.425904
53,"kv",1.90633
53,"phi0",0.774117
53,"phi1",0.0004941
53,"theta0",0.0652042
53,"theta1",7.32e-05
53,"ub",3.96393
53,"uc",5.15653
53,"uv",14.3204
53,"ud",5.79584
54,"ib0",31.89638
54,"ic0",18.39732
54,"id0",3.634409
54,"iv0",0.6679198
54,"pcm",0.697214
54,"pvm",0.155592
54,"ad",8428.97
54,"av",2805.16
54,"b0",0.622055
54,"cd",0.0516467
54,"cu",0.0109979
54,"rm",73.8831
54,"d1",0.155095
54,"du",131.248
54,"rvm",70.8432
54,"fd0",0.0035733
54,"fv0",0.102485
54,"gamma1",1.39201
54,"gammad",4.85823
54,"gammav",2.67482
54,"kb",2.1122
54,"kc",2.43591
54,"kd",0.830603
54,"kv",1.77123
54,"phi0",0.724037
54,"phi1",0.0007194
54,"theta0",0.112707
54,"theta1",3.81e-05
54,"ub",7.84203
54,"uc",5.91993
54,"uv",0.606225
54,"ud",12.9487
55,"ib0",47.70023
55,"ic0",16.46543
55,"id0",1.501803
55,"iv0",1.301387
55,"pcm",0.74002
55,"pvm",0.204212
55,"ad",8721.4
55,"av",2814.03
55,"b0",0.641753
55,"cd",0.0697755
55,"cu",0.0023755
55,"rm",67.0984
55,"d1",0.171711
55,"du",84.817
55,"rvm",79.0175
55,"fd0",0.0031343
55,"fv0",0.255045
55,"gamma1",0.867942
55,"gammad",4.32927
55,"gammav",2.4594
55,"kb",2.46101
55,"kc",2.09529
55,"kd",0.523897
55,"kv",2.01151
55,"phi0",0.910133
55,"phi1",0.0003385
55,"theta0",0.0696555
55,"theta1",4.01e-05
55,"ub",4.84843
55,"uc",5.54911
55,"uv",15.1138
55,"ud",15.5707
56,"ib0",33.29296
56,"ic0",17.63051
56,"id0",1.398716
56,"iv0",1.38658
56,"pcm",0.882065
56,"pvm",0.158434
56,"ad",7034.46
56,"av",2320.63
56,"b0",0.609855
56,"cd",0.0737355
56,"cu",0.0043215
56,"rm",66.4778
56,"d1",0.12609
56,"du",117.274
56,"rvm",84.7562
56,"fd0",0.003944
56,"fv0",0.203378
56,"gamma1",1.21306
56,"gammad",4.40005
56,"gammav",2.60648
56,"kb",1.96633
56,"kc",2.82311
56,"kd",0.360306
56,"kv",2.04775
56,"phi0",0.887096
56,"phi1",0.0022091
56,"theta0",0.0809296
56,"theta1",5.77e-05
56,"ub",7.54589
56,"uc",6.92491
56,"uv",10.3541
56,"ud",7.28495
57,"ib0",38.70858
57,"ic0",25.66018
57,"id0",1.085793
57,"iv0",1.02423
57,"pcm",0.602271
57,"pvm",0.163809
57,"ad",8803.18
57,"av",2191.43
57,"b0",0.814111
57,"cd",0.041765
57,"cu",0.0007834
57,"rm",81.0615
57,"d1",0.254951
57,"du",110.112
57,"rvm",98.3401
57,"fd0",0.0067178
57,"fv0",0.144167
57,"gamma1",0.884337
57,"gammad",5.04475
57,"gammav",3.59561
57,"kb",2.68699
57,"kc",2.63018
57,"kd",0.600698
57,"kv",1.94057
57,"phi0",0.751778
57,"phi1",0.0006201
57,"theta0",0.0684313
57,"theta1",0.000114
57,"ub",11.9761
57,"uc",4.54098
57,"uv",15.7484
57,"ud",21.4967
58,"ib0",37.35317
58,"ic0",30.71005
58,"id0",0.4902624
58,"iv0",0.6646516
58,"pcm",0.996191
58,"pvm",0.190841
58,"ad",7939.95
58,"av",2303.97
58,"b0",0.749404
58,"cd",0.0514292
58,"cu",0.006101
58,"rm",62.3918
58,"d1",0.251552
58,"du",103.025
58,"rvm",62.7012
58,"fd0",0.0001496
58,"fv0",0.135967
58,"gamma1",1.99526
58,"gammad",4.70418
58,"gammav",2.12229
58,"kb",2.41631
58,"kc",2.62162
58,"kd",0.359626
58,"kv",1.60238
58,"phi0",0.352825
58,"phi1",0.0008722
58,"theta0",0.0929526
58,"theta1",5.76e-05
58,"ub",12.8621
58,"uc",4.10102
58,"uv",1.29295
58,"ud",12.9774
59,"ib0",100.5246
59,"ic0",15.33638
59,"id0",0.5438643
59,"iv0",1.352966
59,"pcm",0.724691
59,"pvm",0.119703
59,"ad",7385.48
59,"av",2539.9
59,"b0",0.416282
59,"cd",0.0674188
59,"cu",0.0195922
59,"rm",66.2379
59,"d1",0.116794
59,"du",125.01
59,"rvm",88.8359
59,"fd0",0.0108523
59,"fv0",0.342871
59,"gamma1",6.38354
59,"gammad",4.34159
59,"gammav",3.04659
59,"kb",1.77803
59,"kc",2.52278
59,"kd",0.320959
59,"kv",2.28864
59,"phi0",0.823769
59,"phi1",0.0010812
59,"theta0",0.0949596
59,"theta1",6.38e-05
59,"ub",11.247
59,"uc",6.43675
59,"uv",7.425
59,"ud",9.83986
60,"ib0",56.2976
60,"ic0",21.24693
60,"id0",1.412294
60,"iv0",1.008096
60,"pcm",0.859718
60,"pvm",0.184164
60,"ad",7813.7
60,"av",2269.23
60,"b0",0.526268
60,"cd",0.0740364
60,"cu",0.0092256
60,"rm",61.0762
60,"d1",0.104958
60,"du",129.003
60,"rvm",75.7502
60,"fd0",0.0101965
60,"fv0",0.140932
60,"gamma1",3.75067
60,"gammad",4.81872
60,"gammav",2.80067
60,"kb",1.9705
60,"kc",2.45265
60,"kd",0.440866
60,"kv",2.07973
60,"phi0",0.816429
60,"phi1",0.0002663
60,"theta0",0.120512
60,"theta1",9.24e-05
60,"ub",9.78485
60,"uc",3.94131
60,"uv",10.7794
60,"ud",8.92556
61,"ib0",61.1861
61,"ic0",14.27466
61,"id0",2.113909
61,"iv0",1.219511
61,"pcm",0.724905
61,"pvm",0.19127
61,"ad",9667.3
61,"av",1875.69
61,"b0",0.423779
61,"cd",0.0782694
61,"cu",0.0039926
61,"rm",69.3183
61,"d1",0.22029
61,"du",94.3117
61,"rvm",81.9891
61,"fd0",0.0003841
61,"fv0",0.188492
61,"gamma1",1.98088
61,"gammad",5.44241
61,"gammav",3.74366
61,"kb",2.18633
61,"kc",2.30735
61,"kd",0.994297
61,"kv",2.02596
61,"phi0",0.820011
61,"phi1",0.0005087
61,"theta0",0.077043
61,"theta1",0.0001203
61,"ub",7.28389
61,"uc",5.58454
61,"uv",20.8356
61,"ud",10.6755
62,"ib0",46.26796
62,"ic0",18.23881
62,"id0",1.366528
62,"iv0",0.7614259
62,"pcm",0.905128
62,"pvm",0.132026
62,"ad",8827.8
62,"av",2588.56
62,"b0",0.633566
62,"cd",0.12001
62,"cu",0.0089447
62,"rm",66.6134
62,"d1",0.186778
62,"du",108.56
62,"rvm",80.0068
62,"fd0",0.0140183
62,"fv0",0.126824
62,"gamma1",2.05194
62,"gammad",3.87936
62,"gammav",3.10785
62,"kb",2.51356
62,"kc",2.57371
62,"kd",0.540604
62,"kv",1.93634
62,"phi0",0.83612
62,"phi1",0.0013077
62,"theta0",0.117563
62,"theta1",3.86e-05
62,"ub",7.51658
62,"uc",6.20719
62,"uv",8.06312
62,"ud",12.3526
63,"ib0",54.23774
63,"ic0",18.10457
63,"id0",1.707111
63,"iv0",0.9440255
63,"pcm",0.776285
63,"pvm",0.303114
63,"ad",8455.03
63,"av",2131.09
63,"b0",0.577459
63,"cd",0.0690967
63,"cu",0.00668
63,"rm",65.6217
63,"d1",0.162746
63,"du",106.439
63,"rvm",61.9563
63,"fd0",0.0037125
63,"fv0",0.0949255
63,"gamma1",3.49482
63,"gammad",5.19314
63,"gammav",2.88616
63,"kb",1.99565
63,"kc",2.42308
63,"kd",0.674964
63,"kv",1.73588
63,"phi0",0.916438
63,"phi1",0.0006736
63,"theta0",0.0533672
63,"theta1",0.0001122
63,"ub",3.0513
63,"uc",7.17815
63,"uv",5.33246
63,"ud",9.74583
64,"ib0",57.74953
64,"ic0",15.26618
64,"id0",0.2204349
64,"iv0",0.9876269
64,"pcm",0.619115
64,"pvm",0.155714
64,"ad",8067.94
64,"av",2031.86
64,"b0",0.601222
64,"cd",0.0807547
64,"cu",0.0073528
64,"rm",71.871
64,"d1",0.214946
64,"du",101.469
64,"rvm",78.4324
64,"fd0",0.0035721
64,"fv0",0.155806
64,"gamma1",2.26066
64,"gammad",4.50388
64,"gammav",2.46471
64,"kb",1.98168
64,"kc",2.17089
64,"kd",0.364774
64,"kv",1.77106
64,"phi0",0.524204
64,"phi1",0.0003026
64,"theta0",0.101124
64,"theta1",5.53e-05
64,"ub",12.5501
64,"uc",7.78824
64,"uv",1.78936
64,"ud",18.2466
65,"ib0",33.75577
65,"ic0",18.91397
65,"id0",1.096183
65,"iv0",1.474469
65,"pcm",0.738804
65,"pvm",0.139866
65,"ad",7297.22
65,"av",2513.59
65,"b0",0.653432
65,"cd",0.0427066
65,"cu",0.0071503
65,"rm",71.4542
65,"d1",0.156981
65,"du",109.774
65,"rvm",64.5485
65,"fd0",0.0071773
65,"fv0",0.294418
65,"gamma1",1.22386
65,"gammad",4.48686
65,"gammav",2.90915
65,"kb",1.98402
65,"kc",2.41943
65,"kd",0.325393
65,"kv",2.2687
65,"phi0",0.645861
65,"phi1",0.000469
65,"theta0",0.078382
65,"theta1",9.08e-05
65,"ub",5.89306
65,"uc",7.47798
65,"uv",2.72541
65,"ud",12.6223
66,"ib0",27.02175
66,"ic0",19.94902
66,"id0",2.31516
66,"iv0",1.291304
66,"pcm",0.670869
66,"pvm",0.188608
66,"ad",7979.53
66,"av",2295.64
66,"b0",0.851383
66,"cd",0.0781073
66,"cu",0.0079623
66,"rm",75.7425
66,"d1",0.171379
66,"du",94.4952
66,"rvm",81.3895
66,"fd0",0.0167688
66,"fv0",0.314184
66,"gamma1",2.55998
66,"gammad",4.78363
66,"gammav",3.8504
66,"kb",1.70887
66,"kc",2.53325
66,"kd",0.395158
66,"kv",2.13562
66,"phi0",0.787613
66,"phi1",0.0012414
66,"theta0",0.0769661
66,"theta1",2.93e-05
66,"ub",10.5995
66,"uc",6.03478
66,"uv",13.9295
66,"ud",4.01333
67,"ib0",88.78748
67,"ic0",26.58688
67,"id0",1.087226
67,"iv0",1.253581
67,"pcm",0.626474
67,"pvm",0.179117
67,"ad",8066.01
67,"av",2443.76
67,"b0",0.764238
67,"cd",0.0446999
67,"cu",0.0020165
67,"rm",67.9747
67,"d1",0.244876
67,"du",129.699
67,"rvm",80.3082
67,"fd0",0.0081082
67,"fv0",0.265043
67,"gamma1",1.76155
67,"gammad",5.36346
67,"gammav",2.41277
67,"kb",1.96052
67,"kc",2.30842
67,"kd",0.470797
67,"kv",2.02627
67,"phi0",0.617542
67,"phi1",0.0016486
67,"theta0",0.0872878
67,"theta1",2.11e-05
67,"ub",5.02636
67,"uc",2.91576
67,"uv",11.895
67,"ud",12.8402
68,"ib0",122.2764
68,"ic0",13.60744
68,"id0",4.974166
68,"iv0",1.42811
68,"pcm",0.590579
68,"pvm",0.12848
68,"ad",7086.74
68,"av",2087.71
68,"b0",0.555983
68,"cd",0.040199
68,"cu",0.0039279
68,"rm",70.0577
68,"d1",0.107553
68,"du",123.508
68,"rvm",72.9566
68,"fd0",0.0288957
68,"fv0",0.234831
68,"gamma1",1.03831
68,"gammad",5.60592
68,"gammav",2.47666
68,"kb",2.64494
68,"kc",1.9421
68,"kd",0.413611
68,"kv",2.39047
68,"phi0",0.857096
68,"phi1",0.000235
68,"theta0",0.116273
68,"theta1",0.0001174
68,"ub",6.43262
68,"uc",8.36309
68,"uv",1.90769
68,"ud",10.7127
69,"ib0",45.5262
69,"ic0",23.64562
69,"id0",1.675542
69,"iv0",1.321448
69,"pcm",0.929407
69,"pvm",0.163723
69,"ad",7918.62
69,"av",2088.38
69,"b0",0.500906
69,"cd",0.0576877
69,"cu",0.0036595
69,"rm",64.3377
69,"d1",0.136405
69,"du",119.308
69,"rvm",88.7378
69,"fd0",0.0041728
69,"fv0",0.216789
69,"gamma1",1.08974
69,"gammad",5.0815
69,"gammav",3.12381
69,"kb",2.2322
69,"kc",2.82775
69,"kd",0.483313
69,"kv",2.08926
69,"phi0",0.63866
69,"phi1",0.0011562
69,"theta0",0.0721733
69,"theta1",0.000155
69,"ub",6.85487
69,"uc",7.25782
69,"uv",14.5749
69,"ud",6.19905
70,"ib0",44.45185
70,"ic0",15.18455
70,"id0",0.7209846
70,"iv0",0.6560504
70,"pcm",0.903443
70,"pvm",0.404246
70,"ad",7929.12
70,"av",2473.77
70,"b0",0.744197
70,"cd",0.0675203
70,"cu",0.0094061
70,"rm",59.9169
70,"d1",0.135254
70,"du",111.895
70,"rvm",61.5367
70,"fd0",0.002639
70,"fv0",0.058405
70,"gamma1",3.65074
70,"gammad",4.26186
70,"gammav",2.6401
70,"kb",1.34123
70,"kc",1.98959
70,"kd",0.285192
70,"kv",1.59484
70,"phi0",0.891333
70,"phi1",0.0001654
70,"theta0",0.036344
70,"theta1",7.33e-05
70,"ub",6.51271
70,"uc",7.64811
70,"uv",16.6826
70,"ud",11.7658
71,"ib0",29.82996
71,"ic0",17.52548
71,"id0",0.7371742
71,"iv0",0.4469468
71,"pcm",0.783991
71,"pvm",0.75234
71,"ad",8316.25
71,"av",2774.42
71,"b0",0.47566
71,"cd",0.0994999
71,"cu",0.0009474
71,"rm",70.8244
71,"d1",0.120055
71,"du",104.54
71,"rvm",37.8859
71,"fd0",0.0024523
71,"fv0",0.0344398
71,"gamma1",1.3584
71,"gammad",4.32773
71,"gammav",3.53245
71,"kb",2.76806
71,"kc",2.5465
71,"kd",0.414096
71,"kv",1.50879
71,"phi0",0.807924
71,"phi1",0.0002528
71,"theta0",0.0396703
71,"theta1",0.0003138
71,"ub",9.33824
71,"uc",8.23417
71,"uv",12.1487
71,"ud",6.21625
72,"ib0",93.23659
72,"ic0",22.28505
72,"id0",4.201859
72,"iv0",0.8945599
72,"pcm",0.786054
72,"pvm",0.213846
72,"ad",7496.51
72,"av",2547.95
72,"b0",0.732529
72,"cd",0.0913283
72,"cu",0.0291685
72,"rm",62.1598
72,"d1",0.167226
72,"du",80.9452
72,"rvm",80.0896
72,"fd0",0.0082024
72,"fv0",0.0435302
72,"gamma1",6.76624
72,"gammad",5.13636
72,"gammav",2.15208
72,"kb",1.43083
72,"kc",2.20075
72,"kd",0.470179
72,"kv",1.65778
72,"phi0",0.640636
72,"phi1",0.0010785
72,"theta0",0.0790789
72,"theta1",0.0001149
72,"ub",7.62419
72,"uc",3.22826
72,"uv",2.63091
72,"ud",7.48388
73,"ib0",24.43095
73,"ic0",30.69245
73,"id0",0.3724079
73,"iv0",1.441027
73,"pcm",0.802379
73,"pvm",0.167955
73,"ad",8269.85
73,"av",2785.07
73,"b0",0.922892
73,"cd",0.0502136
73,"cu",0.0052047
73,"rm",67.5441
73,"d1",0.161625
73,"du",100.607
73,"rvm",103.924
73,"fd0",0.0023522
73,"fv0",0.352016
73,"gamma1",1.21638
73,"gammad",4.43738
73,"gammav",2.96827
73,"kb",1.98696
73,"kc",2.33733
73,"kd",0.292245
73,"kv",2.53608
73,"phi0",0.614257
73,"phi1",0.0004748
73,"theta0",0.0610628
73,"theta1",0.0001969
73,"ub",10.8789
73,"uc",3.50455
73,"uv",45.2919
73,"ud",6.83641
74,"ib0",81.37041
74,"ic0",15.17172
74,"id0",2.241614
74,"iv0",1.200006
74,"pcm",0.712113
74,"pvm",0.185566
74,"ad",7429.11
74,"av",2448.88
74,"b0",0.499527
74,"cd",0.0479408
74,"cu",0.0033326
74,"rm",69.249
74,"d1",0.155093
74,"du",117.101
74,"rvm",85.3868
74,"fd0",0.0164164
74,"fv0",0.133422
74,"gamma1",0.880124
74,"gammad",5.06276
74,"gammav",3.14916
74,"kb",2.61971
74,"kc",2.35538
74,"kd",0.50469
74,"kv",1.82221
74,"phi0",0.812014
74,"phi1",0.0021639
74,"theta0",0.059176
74,"theta1",5.66e-05
74,"ub",6.89408
74,"uc",9.98543
74,"uv",6.9896
74,"ud",15.3128
75,"ib0",48.49343
75,"ic0",21.69529
75,"id0",2.411714
75,"iv0",1.701424
75,"pcm",0.61914
75,"pvm",0.238821
75,"ad",8108.08
75,"av",2069.4
75,"b0",0.913524
75,"cd",0.0696117
75,"cu",0.0018254
75,"rm",82.1175
75,"d1",0.130571
75,"du",109.832
75,"rvm",68.0285
75,"fd0",0.0149892
75,"fv0",0.10976
75,"gamma1",0.888033
75,"gammad",4.13771
75,"gammav",2.63488
75,"kb",2.03072
75,"kc",2.41356
75,"kd",0.424207
75,"kv",1.90786
75,"phi0",0.55965
75,"phi1",0.0024409
75,"theta0",0.0388593
75,"theta1",0.0001522
75,"ub",8.51391
75,"uc",7.64213
75,"uv",7.90002
75,"ud",8.55468
76,"ib0",103.4375
76,"ic0",24.58884
76,"id0",5.007269
76,"iv0",1.119736
76,"pcm",0.662002
76,"pvm",0.154337
76,"ad",7977.99
76,"av",2220.77
76,"b0",0.695634
76,"cd",0.0512703
